{
1: EpochData(learningRate=1.0, error={
'devtrain_loss_fer': 0.006298796495175753,
'train_loss_ce': 0.3301429201873814,
'train_loss_ctc_4': 0.6243628259056395,
'train_loss_ctc_8': 0.36129287455381814,
'train_loss_fer': 0.052270190452897984,
}),
1554: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004638226,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 376,
':meta:global_train_step': 762477,
':meta:global_train_step_end': 762968,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-05-03-42 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2742932811862451,
'dev_loss_ctc_4': 0.3810437330956757,
'dev_loss_ctc_8': 0.30163165325366637,
'dev_loss_fer': 0.03956577848629773,
'devtrain_loss_ce': 0.1104657849224723,
'devtrain_loss_ctc_4': 0.1438191000201091,
'devtrain_loss_ctc_8': 0.04560335869802292,
'devtrain_loss_fer': 0.005872626231632061,
'train_loss_ce': 0.32936756530481937,
'train_loss_ctc_4': 0.6270787745933928,
'train_loss_ctc_8': 0.36556857992308234,
'train_loss_fer': 0.0521780299554815,
}),
1555: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004622023,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 375,
':meta:global_train_step': 762968,
':meta:global_train_step_end': 763459,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-05-10-47 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.26329544612960104,
'dev_loss_ctc_4': 0.38134173830015405,
'dev_loss_ctc_8': 0.30006225256969454,
'dev_loss_fer': 0.03920139679647764,
'devtrain_loss_ce': 0.09764254402461596,
'devtrain_loss_ctc_4': 0.14265455986190204,
'devtrain_loss_ctc_8': 0.04430893187607263,
'devtrain_loss_fer': 0.00566806450513109,
'train_loss_ce': 0.32916668308759606,
'train_loss_ctc_4': 0.625927015484135,
'train_loss_ctc_8': 0.3659171828454024,
'train_loss_fer': 0.05216995853909446,
}),
1556: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00046058199999999996,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 374,
':meta:global_train_step': 763459,
':meta:global_train_step_end': 763950,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-05-17-51 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.27739685748963316,
'dev_loss_ctc_4': 0.3820719827310123,
'dev_loss_ctc_8': 0.30443959593419956,
'dev_loss_fer': 0.03897365824034009,
'devtrain_loss_ce': 0.11396794863603292,
'devtrain_loss_ctc_4': 0.14416135598275961,
'devtrain_loss_ctc_8': 0.04430189983262184,
'devtrain_loss_fer': 0.005676587910401964,
'train_loss_ce': 0.330139740093358,
'train_loss_ctc_4': 0.6264095502627137,
'train_loss_ctc_8': 0.36575194318610493,
'train_loss_fer': 0.05286107247266266,
}),
1557: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004589617,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 375,
':meta:global_train_step': 763950,
':meta:global_train_step_end': 764441,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-05-24-54 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2709486982576814,
'dev_loss_ctc_4': 0.383444774271207,
'dev_loss_ctc_8': 0.30399892377408155,
'dev_loss_fer': 0.038700371972975024,
'devtrain_loss_ce': 0.10759672790685493,
'devtrain_loss_ctc_4': 0.14272354909959212,
'devtrain_loss_ctc_8': 0.044901041202428764,
'devtrain_loss_fer': 0.005830009205277692,
'train_loss_ce': 0.33151581138122926,
'train_loss_ctc_4': 0.6272655299984524,
'train_loss_ctc_8': 0.36874736385500784,
'train_loss_fer': 0.05250907993656004,
}),
1558: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004573414000000001,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 377,
':meta:global_train_step': 764441,
':meta:global_train_step_end': 764933,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-05-31-58 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2632789991172166,
'dev_loss_ctc_4': 0.3776391297151222,
'dev_loss_ctc_8': 0.29754836238037796,
'dev_loss_fer': 0.0388673802474759,
'devtrain_loss_ce': 0.09914830515311598,
'devtrain_loss_ctc_4': 0.1425542003934234,
'devtrain_loss_ctc_8': 0.04531057021331033,
'devtrain_loss_fer': 0.005787392178923324,
'train_loss_ce': 0.33219208302969067,
'train_loss_ctc_4': 0.6313798320680727,
'train_loss_ctc_8': 0.36978112710421784,
'train_loss_fer': 0.05323238355073694,
}),
1559: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00045571779999999996,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 378,
':meta:global_train_step': 764933,
':meta:global_train_step_end': 765425,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-05-39-04 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.28440030042288794,
'dev_loss_ctc_4': 0.38011979181493394,
'dev_loss_ctc_8': 0.3020198428476082,
'dev_loss_fer': 0.03839672056479162,
'devtrain_loss_ce': 0.11944302835952515,
'devtrain_loss_ctc_4': 0.14146382059801743,
'devtrain_loss_ctc_8': 0.04381461184298987,
'devtrain_loss_fer': 0.005420885752275749,
'train_loss_ce': 0.3301484995913315,
'train_loss_ctc_4': 0.6271949996205619,
'train_loss_ctc_8': 0.3655877006158112,
'train_loss_fer': 0.052695039607143904,
}),
1560: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00045409419999999995,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 374,
':meta:global_train_step': 765425,
':meta:global_train_step_end': 765916,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-05-46-10 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2729072264420328,
'dev_loss_ctc_4': 0.38070498658848234,
'dev_loss_ctc_8': 0.30449380535095905,
'dev_loss_fer': 0.038791467395430046,
'devtrain_loss_ce': 0.10580780701950868,
'devtrain_loss_ctc_4': 0.14227416778634164,
'devtrain_loss_ctc_8': 0.04399184757003896,
'devtrain_loss_fer': 0.005821485800006819,
'train_loss_ce': 0.330019584097728,
'train_loss_ctc_4': 0.6271609531647627,
'train_loss_ctc_8': 0.3647510527099669,
'train_loss_fer': 0.052762023395487356,
}),
1561: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00045247390000000004,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 379,
':meta:global_train_step': 765916,
':meta:global_train_step_end': 766407,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-05-53-15 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.27122429216640154,
'dev_loss_ctc_4': 0.37851198642805717,
'dev_loss_ctc_8': 0.30057130097021667,
'dev_loss_fer': 0.03903438852197677,
'devtrain_loss_ce': 0.10559704041107917,
'devtrain_loss_ctc_4': 0.14182330356496586,
'devtrain_loss_ctc_8': 0.043585896414783144,
'devtrain_loss_fer': 0.005514643210255361,
'train_loss_ce': 0.3165261290737079,
'train_loss_ctc_4': 0.6067910277145934,
'train_loss_ctc_8': 0.3477823771412592,
'train_loss_fer': 0.049235693394404284,
}),
1562: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004508536,
':meta:epoch_num_train_steps': 489,
':meta:epoch_train_time_secs': 375,
':meta:global_train_step': 766407,
':meta:global_train_step_end': 766896,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-06-00-23 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2840275515929393,
'dev_loss_ctc_4': 0.3797009492331319,
'dev_loss_ctc_8': 0.30052694796900503,
'dev_loss_fer': 0.03926212707811432,
'devtrain_loss_ce': 0.11675863638929208,
'devtrain_loss_ctc_4': 0.14302024140302208,
'devtrain_loss_ctc_8': 0.04475501338709942,
'devtrain_loss_fer': 0.005744775152568955,
'train_loss_ce': 0.321264803548019,
'train_loss_ctc_4': 0.6139053637222732,
'train_loss_ctc_8': 0.35447657929718346,
'train_loss_fer': 0.050098819871543375,
}),
1563: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004492399000000001,
':meta:epoch_num_train_steps': 490,
':meta:epoch_train_time_secs': 379,
':meta:global_train_step': 766896,
':meta:global_train_step_end': 767386,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-06-07-28 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2761244718626493,
'dev_loss_ctc_4': 0.380772147963786,
'dev_loss_ctc_8': 0.30171251220981127,
'dev_loss_fer': 0.039383587641387684,
'devtrain_loss_ce': 0.10946398970416758,
'devtrain_loss_ctc_4': 0.14288107225724309,
'devtrain_loss_ctc_8': 0.04514141049599177,
'devtrain_loss_fer': 0.005659541099860216,
'train_loss_ce': 0.32166592754562334,
'train_loss_ctc_4': 0.6145487847701959,
'train_loss_ctc_8': 0.35805478774053917,
'train_loss_fer': 0.050639669643629724,
}),
1564: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00044762290000000004,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 379,
':meta:global_train_step': 767386,
':meta:global_train_step_end': 767877,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-06-14-36 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.26678277200079,
'dev_loss_ctc_4': 0.3781449711405135,
'dev_loss_ctc_8': 0.3014323689278244,
'dev_loss_fer': 0.03844226827601913,
'devtrain_loss_ce': 0.10213707526598019,
'devtrain_loss_ctc_4': 0.14266880316713343,
'devtrain_loss_ctc_8': 0.04448371572274386,
'devtrain_loss_fer': 0.0057362517472980806,
'train_loss_ce': 0.3237317735556283,
'train_loss_ctc_4': 0.6196646528524683,
'train_loss_ctc_8': 0.3594000386351178,
'train_loss_fer': 0.05056391149938975,
}),
1565: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004460025999999999,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 375,
':meta:global_train_step': 767877,
':meta:global_train_step_end': 768369,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-06-21-45 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2694732909266646,
'dev_loss_ctc_4': 0.3793954935973737,
'dev_loss_ctc_8': 0.3019575607402897,
'dev_loss_fer': 0.0395809610567069,
'devtrain_loss_ce': 0.10159918038666478,
'devtrain_loss_ctc_4': 0.1413563396720084,
'devtrain_loss_ctc_8': 0.04411012160457374,
'devtrain_loss_fer': 0.005258941052129147,
'train_loss_ce': 0.32076457503555406,
'train_loss_ctc_4': 0.6129724377964667,
'train_loss_ctc_8': 0.353823067072964,
'train_loss_fer': 0.050404621321562086,
}),
1566: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00044437899999999995,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 377,
':meta:global_train_step': 768369,
':meta:global_train_step_end': 768861,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-06-28-51 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.27098107612695,
'dev_loss_ctc_4': 0.37832608125588624,
'dev_loss_ctc_8': 0.301238096499691,
'dev_loss_fer': 0.039140666514840966,
'devtrain_loss_ce': 0.10436560811674894,
'devtrain_loss_ctc_4': 0.14202134586706322,
'devtrain_loss_ctc_8': 0.043822828931880976,
'devtrain_loss_fer': 0.005506119804984487,
'train_loss_ce': 0.31710849090049426,
'train_loss_ctc_4': 0.6042772414656812,
'train_loss_ctc_8': 0.3459553283639989,
'train_loss_fer': 0.04958954965336912,
}),
1567: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004427554,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 375,
':meta:global_train_step': 768861,
':meta:global_train_step_end': 769352,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-06-35-57 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2638994004219094,
'dev_loss_ctc_4': 0.38032377030631725,
'dev_loss_ctc_8': 0.30423997534277913,
'dev_loss_fer': 0.03926212707811432,
'devtrain_loss_ce': 0.09706940432607016,
'devtrain_loss_ctc_4': 0.14136029827717092,
'devtrain_loss_ctc_8': 0.043027544813327476,
'devtrain_loss_fer': 0.0055998772629641,
'train_loss_ce': 0.32389957671745145,
'train_loss_ctc_4': 0.6181148426081016,
'train_loss_ctc_8': 0.35680289402295834,
'train_loss_fer': 0.05135261417108463,
}),
1568: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004411351000000001,
':meta:epoch_num_train_steps': 490,
':meta:epoch_train_time_secs': 373,
':meta:global_train_step': 769352,
':meta:global_train_step_end': 769842,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-06-43-02 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.272560300908834,
'dev_loss_ctc_4': 0.3823577999009871,
'dev_loss_ctc_8': 0.3050599082785189,
'dev_loss_fer': 0.03918621422606847,
'devtrain_loss_ce': 0.10598856541743927,
'devtrain_loss_ctc_4': 0.1425999040588356,
'devtrain_loss_ctc_8': 0.04353748473829767,
'devtrain_loss_fer': 0.005429409157546623,
'train_loss_ce': 0.3204596206797368,
'train_loss_ctc_4': 0.6090142767355166,
'train_loss_ctc_8': 0.35191018987242506,
'train_loss_fer': 0.05014588966909571,
}),
1569: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004395181,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 375,
':meta:global_train_step': 769842,
':meta:global_train_step_end': 770335,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-06-50-05 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2688790828919416,
'dev_loss_ctc_4': 0.38265607383992706,
'dev_loss_ctc_8': 0.3040715165971886,
'dev_loss_fer': 0.03920139679647764,
'devtrain_loss_ce': 0.10253265479442462,
'devtrain_loss_ctc_4': 0.1421503556225417,
'devtrain_loss_ctc_8': 0.04390810972376771,
'devtrain_loss_fer': 0.00548907299444274,
'train_loss_ce': 0.3232319634790798,
'train_loss_ctc_4': 0.6183774794328004,
'train_loss_ctc_8': 0.3578834950979491,
'train_loss_fer': 0.05088973100985792,
}),
1570: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004378912,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 373,
':meta:global_train_step': 770335,
':meta:global_train_step_end': 770826,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-06-57-10 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2811339064809263,
'dev_loss_ctc_4': 0.38003318657466384,
'dev_loss_ctc_8': 0.3003375897906703,
'dev_loss_fer': 0.03880664996583922,
'devtrain_loss_ce': 0.11627850430599687,
'devtrain_loss_ctc_4': 0.14151288168083484,
'devtrain_loss_ctc_8': 0.04374604046167961,
'devtrain_loss_fer': 0.005574307047151478,
'train_loss_ce': 0.3237234886199538,
'train_loss_ctc_4': 0.6188725188089849,
'train_loss_ctc_8': 0.35694895454408354,
'train_loss_fer': 0.05095427746249575,
}),
1571: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00043627090000000003,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 376,
':meta:global_train_step': 770826,
':meta:global_train_step_end': 771318,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-07-04-13 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2789196339028576,
'dev_loss_ctc_4': 0.38007991370584304,
'dev_loss_ctc_8': 0.3014281429625821,
'dev_loss_fer': 0.039216579366886814,
'devtrain_loss_ce': 0.11305666550227295,
'devtrain_loss_ctc_4': 0.14058907979558327,
'devtrain_loss_ctc_8': 0.043839440572225635,
'devtrain_loss_fer': 0.005676587910401964,
'train_loss_ce': 0.32131121261259976,
'train_loss_ctc_4': 0.6110666425286235,
'train_loss_ctc_8': 0.353649787739045,
'train_loss_fer': 0.050397692958641035,
}),
1572: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00043464729999999997,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 373,
':meta:global_train_step': 771318,
':meta:global_train_step_end': 771809,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-07-11-18 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2619373386110558,
'dev_loss_ctc_4': 0.3809842403825682,
'dev_loss_ctc_8': 0.29943996942876766,
'dev_loss_fer': 0.03874591968420254,
'devtrain_loss_ce': 0.1007079459704711,
'devtrain_loss_ctc_4': 0.1406882627048306,
'devtrain_loss_ctc_8': 0.04314464154080411,
'devtrain_loss_fer': 0.005446455968088371,
'train_loss_ce': 0.3197994040255583,
'train_loss_ctc_4': 0.6108651743050982,
'train_loss_ctc_8': 0.35252857597179127,
'train_loss_fer': 0.0502616184505792,
}),
1573: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00043302700000000005,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 377,
':meta:global_train_step': 771809,
':meta:global_train_step_end': 772300,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-07-18-20 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.26443058767704597,
'dev_loss_ctc_4': 0.38349149491569223,
'dev_loss_ctc_8': 0.3029472453587149,
'dev_loss_fer': 0.03863964169133834,
'devtrain_loss_ce': 0.10207386757519425,
'devtrain_loss_ctc_4': 0.14086987297508363,
'devtrain_loss_ctc_8': 0.04374491766469583,
'devtrain_loss_fer': 0.005506119804984487,
'train_loss_ce': 0.3219254835875352,
'train_loss_ctc_4': 0.6157056990374544,
'train_loss_ctc_8': 0.3550613949988983,
'train_loss_fer': 0.05059833267811282,
}),
1574: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004314066999999999,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 376,
':meta:global_train_step': 772300,
':meta:global_train_step_end': 772791,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-07-25-27 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.25827480875929043,
'dev_loss_ctc_4': 0.3807476477209242,
'dev_loss_ctc_8': 0.3036272640137052,
'dev_loss_fer': 0.03851818112806498,
'devtrain_loss_ce': 0.09586376353927112,
'devtrain_loss_ctc_4': 0.13992399133957517,
'devtrain_loss_ctc_8': 0.042999866327316526,
'devtrain_loss_fer': 0.005284511267941768,
'train_loss_ce': 0.3236865141850182,
'train_loss_ctc_4': 0.6148180832493938,
'train_loss_ctc_8': 0.3551401184724332,
'train_loss_fer': 0.051024700451687444,
}),
1575: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0004297864,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 374,
':meta:global_train_step': 772791,
':meta:global_train_step_end': 773282,
':meta:hostname': 'cn-501',
':meta:returnn': '1.20240607.133858+git.ffd35e54',
':meta:time': '2024-06-11-07-32-33 (UTC+0200)',
